#timestamp x y z qx qy qz qw
223.988000 6.014607 2.304612 1.685527 -0.635213 -0.242860 0.378553 0.627870
224.988000 5.763808 2.515396 1.743513 -0.615975 -0.273897 0.408600 0.615306
225.988000 5.497061 2.699716 1.808471 -0.594187 -0.303803 0.438274 0.602130
226.988000 5.191173 2.883237 1.902732 -0.573112 -0.333248 0.466246 0.585751
227.988000 4.871819 3.042731 1.966145 -0.549337 -0.361291 0.493614 0.569248
228.988000 4.520495 3.166841 2.028722 -0.523650 -0.389962 0.518772 0.551902
229.988000 4.181699 3.242707 2.116433 -0.498591 -0.417662 0.541807 0.532364
230.992000 3.820010 3.275686 2.169717 -0.471138 -0.443289 0.565219 0.511910
232.092000 3.428191 3.271950 2.230248 -0.438435 -0.470974 0.589666 0.488111
233.092000 3.062356 3.222333 2.274393 -0.409318 -0.495268 0.609353 0.464605
234.188000 2.669133 3.122761 2.334767 -0.375820 -0.520099 0.629982 0.437468
235.188000 2.335399 2.970121 2.354051 -0.342706 -0.540294 0.647350 0.414214
236.188000 2.008614 2.789587 2.380503 -0.310857 -0.558777 0.664103 0.387431
237.188000 1.728880 2.563642 2.426260 -0.277966 -0.578221 0.677348 0.359993
238.192000 1.471683 2.310961 2.431666 -0.242961 -0.594198 0.691251 0.331769
239.288000 1.222847 1.962335 2.425802 -0.205845 -0.609796 0.703844 0.300633
240.292000 1.000510 1.671901 2.432218 -0.170959 -0.622733 0.714233 0.269903
241.388000 0.805499 1.322801 2.390888 -0.131912 -0.635412 0.722389 0.238757
242.388000 0.646860 1.011870 2.342489 -0.096016 -0.645329 0.728590 0.208536
243.400000 0.508242 0.680704 2.322956 -0.059555 -0.655855 0.731599 0.176265
244.412000 0.400692 0.349284 2.284392 -0.023889 -0.663664 0.733556 0.144482
245.412000 0.309575 0.024711 2.272941 0.012254 -0.670053 0.733801 0.111424
246.412000 0.261151 -0.297310 2.266462 0.049030 -0.674253 0.732384 0.081202
247.412000 0.219543 -0.621161 2.246397 0.085424 -0.677910 0.728532 0.048795
248.424000 0.227113 -0.957211 2.208905 0.120729 -0.678679 0.724281 0.015366
249.428000 0.272391 -1.266032 2.145220 0.157185 -0.677358 0.718466 -0.016935
250.524000 0.359672 -1.607755 2.072363 0.195666 -0.673595 0.710750 -0.053099
251.524000 0.494490 -1.936330 2.036534 0.230740 -0.670104 0.700304 -0.085403
252.524000 0.670270 -2.238869 2.002149 0.266322 -0.664519 0.688432 -0.116398
253.524000 0.871440 -2.535080 1.958080 0.298634 -0.657223 0.675609 -0.149762
254.524000 1.088423 -2.802554 1.961242 0.331545 -0.649427 0.659432 -0.182954
255.524000 1.331409 -3.028175 1.961762 0.364309 -0.639809 0.642101 -0.213611
